name,calories,protein,totalCarbohydrates,sugars,dietaryFibers,totalFat,saturatedFat,monoUnsaturatedFat,polyUnsaturatedFat,cholestrol,vitaminA,vitaminC,vitaminD,calcium,iron,potassium,sodium
"Macaroni and cheese, baby food, toddler",82,3.5,11.2,0.79,0.5,2.6,1.53,0.7,0.17,7,19,0,0,102,0.6,18,264
"Spaghetti, tomato sauce, and beef, baby food, junior",68,2.57,11.42,2.72,1.1,1.37,0.543,0.497,0.185,5,63,0.2,0,15,0.53,122,30
"Ravioli, cheese-filled, with tomato sauce, baby food, toddler",99,3.6,16.3,0.59,0.1,2.2,0.96,0.57,0.48,7,51,0.1,0,54,0.8,32,282
"Macaroni with vegetables, baby food, strained",60,1.7,8.4,1.2,1.5,2.1,1.23,0.58,0.144,5,41,2.9,0,14,0.5,133,11
"Meat substitute, cereal- and vegetable protein-based, fried",334,11.28,61.87,0.5,9,7.04,1.035,2.326,3.011,0,0,0,0,60,4.03,368,282
"Clementine, raw",53,0.81,13.34,10.58,1.8,0.31,0.039,0.06,0.065,0,34,26.7,0,37,0.15,166,2
"Grapefruit, raw",42,0.77,10.66,6.89,1.6,0.14,0.021,0.02,0.036,0,58,31.2,0,22,0.08,135,0
"Grapefruit, canned",36,0.58,9.15,8.75,0.4,0.1,0.014,0.014,0.024,0,0,21.8,0,15,0.41,132,2
"Kumquat, raw",71,1.88,15.9,9.36,6.5,0.86,0.103,0.154,0.171,0,15,43.9,0,62,0.86,186,10
"Lemon, raw",29,1.1,9.32,2.5,2.8,0.3,0.039,0.011,0.089,0,1,53,0,26,0.6,138,2
Lemon pie filling,344,4.72,68.78,62.22,0.4,6.76,1.643,2.825,1.681,115,85,9.4,0.8,23,0.94,75,77
"Lime, raw",30,0.7,10.54,1.69,2.8,0.2,0.022,0.019,0.055,0,2,29.1,0,33,0.6,102,2
"Orange, raw",47,0.94,11.75,9.35,2.4,0.12,0.015,0.023,0.025,0,11,53.2,0,40,0.1,181,0
"Orange, canned, NFS",46,0.6,11.82,11.14,0.7,0.04,0.003,0.005,0.005,0,42,33.3,0,11,0.26,130,5
"Orange, canned, juice pack",37,0.62,9.57,8.87,0.7,0.03,0.003,0.005,0.005,0,43,34.2,0,11,0.27,133,5
"Orange, canned, in syrup",54,0.59,14.07,13.42,0.7,0.04,0.003,0.005,0.005,0,41,32.5,0,10,0.26,126,5
"Tangerine, raw",53,0.81,13.34,10.58,1.8,0.31,0.039,0.06,0.065,0,34,26.7,0,37,0.15,166,2
"Grapefruit juice, 100%, freshly squeezed",39,0.5,9.2,9.1,0.1,0.1,0.014,0.013,0.024,0,1,38,0,9,0.2,162,1
"Grapefruit juice, 100%, NS as to form",37,0.55,7.59,7.72,0.2,0.7,0.082,0.093,0.175,1,2,39.4,0,16,0.07,141,1
"Grapefruit juice, 100%, canned, bottled or in a carton",37,0.55,7.59,7.72,0.2,0.7,0.082,0.093,0.175,1,2,39.4,0,16,0.07,141,1
"Grapefruit juice, 100%, with calcium added",39,0.51,7.74,7.96,0.3,0.68,0.173,0.16,0.296,0,16,22.2,0,146,0.06,132,2
"Grapefruit juice,100%, frozen, reconstituted",41,0.55,9.66,9.55,0.1,0.13,0.018,0.018,0.032,0,1,33.5,0,10,0.14,135,4
"Lemon juice, 100%, NS as to form",22,0.35,6.9,2.52,0.3,0.24,0.04,0.006,0.021,0,0,38.7,0,6,0.08,103,1
"Lemon juice, 100%, freshly squeezed",22,0.35,6.9,2.52,0.3,0.24,0.04,0.006,0.021,0,0,38.7,0,6,0.08,103,1
"Lemon juice, 100%, canned or bottled",17,0.45,5.62,1.53,0.7,0.07,0.027,0.006,0.017,0,2,14.3,0,10,0.06,109,24
"Lime juice, 100%, NS as to form",25,0.42,8.42,1.69,0.4,0.07,0.008,0.008,0.023,0,2,30,0,14,0.09,117,2
"Lime juice, 100%, freshly squeezed",25,0.42,8.42,1.69,0.4,0.07,0.008,0.008,0.023,0,2,30,0,14,0.09,117,2
"Lime juice, 100%, canned or bottled",21,0.25,6.69,1.37,0.4,0.23,0.026,0.022,0.064,0,1,6.4,0,12,0.23,75,16
"Orange juice, 100%, NFS",48,0.68,11.45,8.31,0.3,0.12,0.014,0.022,0.03,0,2,33.6,0.4,56,0.13,178,2
"Orange juice, 100%,  freshly squeezed",45,0.7,10.4,8.4,0.2,0.2,0.024,0.036,0.04,0,10,50,0,11,0.2,200,1
"Orange juice, 100%, canned, bottled or in a carton",49,0.68,11.54,8.31,0.3,0.12,0.014,0.022,0.03,0,2,33.6,0,11,0.13,178,2
"Orange juice, 100%, with calcium added, canned, bottled or in a carton",47,0.68,11.27,8.31,0.3,0.12,0.014,0.022,0.03,0,2,33.6,0.6,140,0.13,178,2
"Orange juice, 100%, frozen, reconstituted",42,0.68,10.04,8.47,0.3,0.07,0.017,0.014,0.018,0,4,41.3,0,13,0.09,180,5
"Orange juice, 100%, frozen, not reconstituted",148,2.4,35.19,29.68,1,0.25,0.059,0.05,0.063,0,13,144.8,0,38,0.33,629,7
"Orange juice, 100%, with calcium added, frozen, reconstituted",42,0.68,9.67,8.48,0.3,0.07,0.017,0.014,0.018,0,4,41.4,0,167,0.09,180,5
"Tangerine juice, 100%",43,0.5,10.1,9.9,0.2,0.2,0.024,0.036,0.04,0,12,29.4,0,18,0.2,178,1
"Fruit juice blend, citrus, 100% juice",51,0.41,12.2,10.57,0.2,0.08,0.011,0.009,0.024,0,1,40.7,0,8,0.18,150,4
"Fruit juice blend, citrus, 100% juice, with calcium added",47,0.68,11.27,8.31,0.3,0.12,0.014,0.022,0.03,0,2,33.6,0,140,0.13,178,2
"Fruit mixture, dried",298,2.28,78.62,66.33,4.8,0.62,0.104,0.153,0.111,0,25,5.5,0,39,1.3,531,32
"Apple, dried",243,0.93,65.89,57.19,8.7,0.32,0.052,0.013,0.093,0,0,3.9,0,14,1.4,450,87
"Apricot, dried",241,3.39,62.64,53.44,7.3,0.51,0.017,0.074,0.074,0,180,1,0,55,2.66,1162,10
"Blueberries, dried",317,2.5,80,67.5,7.5,2.5,0.2,0.405,1.3,0,7,23.8,0,19,0.9,214,3
"Cherries, dried",333,1.25,80.45,67.15,2.5,0.73,0.146,0.177,0.194,0,141,19.3,0,38,0.68,376,13
Banana chips,519,2.3,58.4,35.34,7.7,33.6,28.97,1.95,0.63,0,4,6.3,0,18,1.25,536,6
"Currants, dried",290,3.43,76.98,62.28,4.4,0.22,0.085,0.021,0.047,0,4,4.7,0,88,1.88,777,43
"Cranberries, dried",308,0.17,82.8,72.56,5.3,1.09,0.088,0.298,0.182,0,2,0.2,0,9,0.39,49,5
Date,282,2.45,75.03,63.35,8,0.39,0.032,0.036,0.019,0,0,0.4,0,39,1.02,656,2
"Fig, dried",249,3.3,63.9,47.9,9.8,0.92,0.144,0.159,0.345,0,0,1.2,0,162,2.03,680,10
"Mango, dried",319,2.45,78.58,66.27,2.4,1.18,0.287,0.439,0.222,0,67,42.3,0,0,0.23,279,162
"Papaya, dried",295,1.25,75.43,67.55,4.5,0.84,0.215,0.191,0.154,0,62,32.4,0,54,0.69,484,22
"Peach, dried",239,3.61,61.33,41.74,8.2,0.76,0.082,0.278,0.367,0,108,4.8,0,28,4.06,996,7
"Pear, dried",262,1.87,69.7,62.2,7.5,0.63,0.035,0.132,0.148,0,0,7,0,34,2.1,533,6
"Persimmon, dried",366,1.54,96.07,80.06,9.6,0.66,0.053,0.098,0.114,0,108,4,0,22,0.42,429,3
"Pineapple, dried",313,1.43,81.54,72.94,3.7,0.47,0.024,0.035,0.106,0,4,25.4,0,35,0.79,290,3
"Prune, dried",240,2.18,63.88,38.13,7.1,0.38,0.088,0.053,0.062,0,39,0.6,0,43,0.93,732,2
Raisins,299,3.3,79.32,65.18,4.5,0.25,0.094,0.024,0.053,0,0,2.3,0,62,1.79,744,26
"Tamarind, dried",254,2.52,66.21,44.9,4.6,0.57,0.245,0.163,0.053,0,1,0.6,0,67,2.52,565,25
"Fruit, NFS",62,0.76,15.96,10.77,2.1,0.23,0.053,0.024,0.068,0,5,18.8,0,12,0.24,209,1
"Fruit, pickled",61,0.56,15.32,13.68,1.4,0.24,0.032,0.072,0.052,0,17,9,0,7,0.17,103,957
"Apple, raw",52,0.26,13.81,10.39,2.4,0.17,0.028,0.007,0.051,0,3,4.6,0,6,0.12,107,1
"Applesauce, regular",68,0.16,17.49,14.67,1.2,0.17,0.03,0.007,0.054,0,0,1.7,0,3,0.12,75,2
"Applesauce, unsweetened",42,0.17,11.27,9.39,1.1,0.1,0.008,0.002,0.014,0,1,1,0,4,0.23,74,2
"Applesauce, flavored",68,0.16,17.49,14.67,1.2,0.17,0.03,0.007,0.054,0,0,1.7,0,3,0.12,75,2
Apple pie filling,100,0.1,26.1,13.8,1,0.1,0,0,0,0,2,1.7,0,4,0.29,45,47
"Apple, baked",112,0.32,22.7,18.99,2.5,3.04,1.812,0.834,0.16,8,27,3.9,0,14,0.19,114,4
"Apricot, raw",48,1.4,11.12,9.24,2,0.39,0.027,0.17,0.077,0,96,10,0,13,0.39,259,1
"Apricot, canned",56,0.65,13.85,12.39,1.5,0.17,0.01,0.063,0.029,0,90,3.1,0,7,0.3,177,3
"Avocado, raw",160,2,8.53,0.66,6.7,14.66,2.126,9.799,1.816,0,7,10,0,12,0.55,485,7
"Banana, raw",89,1.09,22.84,12.23,2.6,0.33,0.112,0.032,0.073,0,3,8.7,0,5,0.26,358,1
"Banana, fried",151,1.19,32.26,20.94,2.8,3.21,1.901,0.861,0.184,8,27,7.4,0,13,0.33,353,4
"Cantaloupe, raw",34,0.82,8.16,7.88,0.8,0.18,0.051,0.003,0.081,0,232,10.9,0,9,0.38,157,30
"Starfruit, raw",31,1.04,6.73,3.98,2.8,0.33,0.019,0.03,0.184,0,3,34.4,0,3,0.08,133,2
"Cassaba melon, raw",28,1.11,6.58,5.69,0.9,0.1,0.025,0.002,0.039,0,0,21.8,0,11,0.34,182,9
"Cherries, maraschino",165,0.22,41.97,38.77,3.2,0.21,0.039,0.049,0.055,0,2,0,0,54,0.43,21,4
Cherry pie filling,119,0.6,28.59,24.96,0.9,0.91,0.163,0.392,0.255,0,37,1.6,0,9,1.08,76,52
"Cherries, raw",63,1.06,16.01,12.82,2.1,0.2,0.038,0.047,0.052,0,3,7,0,13,0.36,222,0
"Cherries, canned",73,0.71,18.79,17.42,1.4,0.14,0.026,0.031,0.035,0,7,2,0,10,0.34,121,1
"Cherries, frozen",63,1.06,16.01,12.82,2.1,0.2,0.038,0.047,0.052,0,3,7,0,13,0.36,222,0
"Fig, raw",74,0.75,19.18,16.26,2.9,0.3,0.06,0.066,0.144,0,7,2,0,35,0.37,232,1
"Fig, canned",75,0.56,19.36,17.18,2.2,0.24,0.045,0.05,0.108,0,4,1.2,0,26,0.28,157,1
"Grapes, raw",69,0.72,18.1,15.48,0.9,0.16,0.054,0.007,0.048,0,3,3.2,0,10,0.36,191,2
"Guava, raw",68,2.55,14.32,8.92,5.4,0.95,0.272,0.087,0.401,0,31,228.3,0,18,0.26,417,2
"Kiwi fruit, raw",58,1.06,14,8.99,3,0.44,0.029,0.047,0.287,0,4,74.7,0,35,0.24,198,5
Lychee,66,0.83,16.53,15.23,1.3,0.44,0.099,0.12,0.132,0,0,71.5,0,5,0.31,171,1
"Honeydew melon, raw",36,0.54,9.09,8.12,0.8,0.14,0.038,0.003,0.059,0,3,18,0,6,0.17,228,18
"Mango, raw",60,0.82,14.98,13.66,1.6,0.38,0.092,0.14,0.071,0,54,36.4,0,11,0.16,168,1
"Mango, canned",64,0.62,16.22,15.24,1.2,0.3,0.069,0.105,0.053,0,34,21.8,0,8,0.12,114,1
"Mango, frozen",60,0.82,14.98,13.66,1.6,0.38,0.092,0.14,0.071,0,54,36.4,0,11,0.16,168,1
"Nectarine, raw",39,1.06,9.18,7.89,1.5,0.28,0,0,0,0,21,2.9,0,2,0.3,131,13
"Papaya, raw",43,0.47,10.82,7.82,1.7,0.26,0.081,0.072,0.058,0,47,60.9,0,20,0.25,182,8
"Papaya, canned",52,0.35,13.1,10.86,1.3,0.21,0.061,0.054,0.044,0,30,36.5,0,15,0.19,123,7
"Passion fruit, raw",97,2.2,23.38,11.2,10.4,0.7,0.059,0.086,0.411,0,64,30,0,12,1.6,348,28
"Peach, raw",42,0.91,10.1,8.39,1.5,0.27,0.019,0.067,0.086,0,24,4.1,0,4,0.34,122,13
"Peach, canned, NFS",47,0.43,11.94,10.65,1.2,0.09,0.009,0.02,0.032,0,24,2.7,0,3,0.34,116,4
"Peach, canned, in syrup",53,0.4,13.59,12.41,1.2,0.08,0.006,0.019,0.026,0,25,2.7,0,2,0.3,91,3
"Peach, canned, juice pack",41,0.45,10.3,8.89,1.2,0.1,0.012,0.02,0.038,0,24,2.8,0,4,0.39,141,6
"Peach, frozen",42,0.91,10.1,8.39,1.5,0.27,0.019,0.067,0.086,0,24,4.1,0,4,0.34,122,13
"Pear, raw",57,0.36,15.23,9.75,3.1,0.14,0.022,0.084,0.094,0,1,4.3,0,9,0.18,116,1
"Pear, Asian, raw",42,0.5,10.65,7.05,3.6,0.23,0.012,0.049,0.055,0,0,3.8,0,4,0,121,0
"Pear, canned, NFS",51,0.2,13.47,11.81,1.5,0.06,0.006,0.007,0.012,0,0,1,0,5,0.25,75,3
"Pear, canned, in syrup",57,0.18,15.15,13.6,1.5,0.05,0.002,0.006,0.006,0,0,0.9,0,4,0.2,49,2
"Pear, canned, juice pack",45,0.23,11.79,10.03,1.5,0.07,0.009,0.007,0.019,0,0,1.1,0,6,0.29,100,5
"Persimmon, raw",70,0.58,18.59,12.53,3.6,0.19,0.02,0.037,0.043,0,81,7.5,0,8,0.15,161,1
"Pineapple, raw",50,0.54,13.12,9.85,1.4,0.12,0.009,0.013,0.04,0,3,47.8,0,13,0.29,109,1
"Pineapple, canned, NFS",54,0.42,13.91,13.07,0.7,0.12,0.009,0.01,0.034,0,2,7.1,0,15,0.42,141,2
"Pineapple, canned, in syrup",60,0.4,15.6,14.88,0.7,0.11,0.006,0.01,0.029,0,2,7.1,0,14,0.37,117,1
"Pineapple, canned, juice pack",48,0.44,12.22,11.26,0.8,0.12,0.012,0.011,0.04,0,2,7,0,16,0.46,166,4
"Pineapple, frozen",50,0.54,13.12,9.85,1.4,0.12,0.009,0.013,0.04,0,3,47.8,0,13,0.29,109,1
"Plum, raw",46,0.7,11.42,9.92,1.4,0.28,0.017,0.134,0.044,0,17,9.5,0,6,0.17,157,0
"Plum, canned",54,0.52,13.54,12.43,1,0.23,0.013,0.1,0.033,0,11,5.7,0,5,0.13,106,1
"Pomegranate, raw",83,1.67,18.7,13.67,4,1.17,0.12,0.093,0.079,0,0,10.2,0,10,0.3,236,3
Rhubarb,71,0.81,17.45,14.4,1.6,0.22,0.047,0.035,0.089,0,4,5.7,0,73,0.2,233,4
Tamarind,239,2.8,62.5,38.8,5.1,0.6,0.272,0.181,0.059,0,2,3.5,0,74,2.8,628,28
"Watermelon, raw",30,0.61,7.55,6.2,0.4,0.15,0.016,0.037,0.05,0,28,8.1,0,7,0.24,112,1
"Berries, NFS",40,0.69,9.72,6.41,2.1,0.31,0.019,0.044,0.152,0,2,44.1,0,13,0.37,130,1
"Blackberries, raw",43,1.39,9.61,4.88,5.3,0.49,0.014,0.047,0.28,0,11,21,0,29,0.62,162,1
"Blackberries, frozen",64,1.18,15.67,10.67,5,0.43,0.015,0.041,0.245,0,6,3.1,0,29,0.8,140,1
"Blueberries, raw",57,0.74,14.49,9.96,2.4,0.33,0.028,0.047,0.146,0,3,9.7,0,6,0.28,77,1
"Bluberries, canned",88,1.04,22.66,17.45,2.6,0.4,0.028,0.062,0.19,0,2,0.5,0,6,0.43,54,3
"Blueberries, frozen",51,0.42,12.17,8.45,2.7,0.64,0.053,0.091,0.279,0,2,2.5,0,8,0.18,54,1
Blueberry pie filling,181,0.41,44.38,37.75,2.6,0.2,0,0,0,0,1,0.7,0,27,0.8,115,12
"Cranberries, raw",46,0.46,11.97,4.27,3.6,0.13,0.008,0.018,0.055,0,3,14,0,8,0.23,80,2
Cranberry sauce,159,0.9,40.4,31.75,1.1,0.15,0.007,0.007,0.031,0,2,1,0,3,0.41,28,5
"Raspberries, raw",52,1.2,11.94,4.42,6.5,0.65,0.019,0.064,0.375,0,2,26.2,0,25,0.69,151,1
"Raspberries, frozen",52,1.2,11.94,4.42,6.5,0.65,0.019,0.064,0.375,0,2,26.2,0,25,0.69,151,1
"Strawberries, raw",32,0.67,7.68,4.89,2,0.3,0.015,0.043,0.155,0,1,58.8,0,16,0.41,153,1
"Strawberries, canned",92,0.56,23.53,21.83,1.7,0.26,0.014,0.036,0.129,0,1,31.7,0,13,0.49,86,4
"Strawberries, frozen",35,0.43,9.13,4.56,2.1,0.11,0.006,0.015,0.054,0,2,41.2,0,16,0.75,148,2
Ambrosia,70,0.9,16.16,11.62,2.3,0.96,0.748,0.056,0.047,0,7,40.1,0,24,0.24,200,1
"Fruit salad, fresh or raw,  excluding citrus fruits, no dressing",53,0.7,13.66,9.49,1.7,0.23,0.049,0.024,0.082,0,32,18.7,0,9,0.29,191,4
"Fruit salad, fresh or raw, including citrus fruits, no dressing",52,0.76,13.26,9.46,1.9,0.21,0.042,0.023,0.07,0,27,26,0,16,0.25,189,4
"Fruit cocktail, canned, NFS",54,0.41,14.1,13.08,0.9,0.08,0.009,0.009,0.024,0,12,2,0,6,0.28,112,5
"Fruit cocktail, canned, in syrup",60,0.39,15.8,14.89,0.9,0.07,0.006,0.008,0.018,0,12,1.9,0,5,0.23,87,4
"Fruit cocktail, canned, juice pack",48,0.43,12.41,11.27,0.9,0.09,0.012,0.01,0.031,0,11,2.1,0,7,0.33,136,7
"Fruit mixture, frozen",44,0.7,11.1,8.87,1.5,0.21,0.035,0.048,0.066,0,63,28.1,0,11,0.38,141,9
Apple salad with dressing,172,1.48,12.15,8.89,2.1,13.92,1.906,2.719,8.835,5,6,3.5,0,16,0.37,144,86
"Apple, candied",134,1.34,29.61,24.17,1.8,2.15,0.64,0.391,0.908,2,5,3.6,0,39,0.12,134,62
"Fruit, chocolate covered",129,1.44,19.9,15.68,2.8,6.76,3.87,2.2,0.331,0,1,46,0,19,1,199,3
"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",235,1.9,13.39,8.7,1.9,20.3,2.857,4.081,12.743,8,5,13.7,0,16,0.46,179,127
"Fruit salad, excluding citrus fruits, with whipped cream",150,2.22,14.94,9.78,2.1,10.26,3.319,1.89,4.443,13,51,15.2,0.2,23,0.47,203,4
"Fruit salad, excluding citrus fruits, with nondairy whipped topping",140,2.07,17.07,11.67,2.2,8.23,2.311,0.974,4.494,0,3,15.8,0,17,0.49,202,3
"Fruit salad, excluding citrus fruits, with marshmallows",240,1.9,17.37,11.56,1.8,19.12,2.693,3.847,11.999,8,5,12.9,0,15,0.45,169,124
"Fruit salad, including citrus fruits, with pudding",124,2.05,17.52,11.97,2.1,5.99,0.733,1.208,3.68,0,4,15.2,0,31,0.38,199,39
"Fruit salad, excluding citrus fruits, with pudding",126,1.98,17.93,12.13,1.8,6.11,0.745,1.229,3.755,0,3,13.3,0,25,0.42,183,40
"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",230,1.97,13.06,8.6,2.1,19.9,2.802,4.003,12.487,8,7,15.7,0,22,0.41,195,124
"Fruit salad, including citrus fruit, with whipped cream",147,2.29,14.54,9.65,2.3,10.04,3.248,1.852,4.342,13,52,17.3,0.2,30,0.42,220,4
"Fruit salad, including citrus fruits, with nondairy whipped topping",137,2.14,16.6,11.49,2.4,8.04,2.26,0.955,4.388,0,5,18,0,24,0.44,220,3
"Fruit salad, including citrus fruits, with marshmallows",235,1.96,16.98,11.42,2,18.76,2.644,3.777,11.771,8,7,14.8,0,21,0.4,184,122
Lime souffle,315,8.82,39.83,37.42,1.3,14.59,2.648,7.144,3.771,226,98,5,1.2,46,1.41,153,87
"Guacamole, NFS",155,1.95,8.45,0.72,6.5,14.18,2.057,9.477,1.757,0,7,10.2,0,12,0.54,472,344
Guacamole with tomatoes,145,1.87,8.09,0.87,6.1,13.09,1.899,8.74,1.626,0,10,10.5,0,12,0.52,454,317
Chutney,246,0.33,60.6,42.68,1,0.06,0.009,0.033,0,0,0,7.7,0,19,0.43,68,802
Pineapple salad with dressing,96,0.58,11.9,8.94,1.3,5.71,0.884,1.272,3.382,3,5,43,0,13,0.29,103,49
"Soup, fruit",28,0.55,7,5.87,0.8,0.13,0.018,0.018,0.058,0,61,19.5,0,9,0.25,106,8
Frozen fruit juice bar,105,0.81,25.4,22.6,0.5,0.06,0,0,0.014,0,1,16.8,0,7,0.32,73,6
"Frozen fruit juice bar, no sugar added",30,0.12,7.35,3.12,0.1,0.01,0,0,0.003,0,0,10.3,0,0,0.62,15,9
Sorbet,110,0.79,27.12,25.78,0.5,0.05,0,0,0.015,0,0,5.2,0,3,0.17,28,13
"Fruit juice, NFS",50,0.16,12.46,10.92,0.2,0.12,0.023,0.005,0.032,0,0,28.2,0,11,0.11,96,7
"Fruit juice blend, 100% juice",50,0.16,12.46,10.92,0.2,0.12,0.023,0.005,0.032,0,0,28.2,0,11,0.11,96,7
"Cranberry juice blend, 100% juice",50,0.16,12.46,10.92,0.2,0.12,0.023,0.005,0.032,0,0,28.2,0,11,0.11,96,7
"Cranberry juice blend, 100% juice, with calcium added",45,0.27,10.91,9.8,0.1,0.12,0.002,0.002,0.002,0,1,31.5,0,19,0.08,76,6
Apple cider,46,0.1,11.3,9.62,0.2,0.13,0.022,0.006,0.039,0,0,0.9,0,8,0.12,101,4
"Apple juice, 100%",46,0.1,11.3,9.62,0.2,0.13,0.022,0.006,0.039,0,0,10.3,0,8,0.12,101,4
"Apple juice, 100%, with calcium added",48,0.12,11.49,9.47,0.3,0.17,0.029,0.008,0.051,0,0,30.3,0,70,0.13,184,5
"Blackberry juice, 100%",38,0.3,7.8,7.7,0.1,0.6,0.018,0.058,0.344,0,6,11.3,0,12,0.48,135,1
Blueberry juice,37,0.48,9.42,6.47,1.6,0.21,0.018,0.031,0.095,0,2,6.3,0,5,0.18,50,2
"Cranberry juice, 100%, not a blend",46,0.39,12.2,12.1,0.1,0.13,0.01,0.023,0.07,0,2,9.3,0,8,0.25,77,2
"Grape juice, 100%",60,0.37,14.77,14.2,0.2,0.13,0.025,0.003,0.022,0,0,25,0,11,0.25,104,5
"Grape juice, 100%, with calcium added",62,0.37,14.77,14.2,0.2,0.13,0.025,0.003,0.022,0,0,25,0,42,0.25,104,5
"Papaya juice, 100%",57,0.17,14.51,13.91,0.6,0.15,0.047,0.041,0.035,0,18,3,0,10,0.34,31,5
"Passion fruit juice, 100%",51,0.39,13.6,13.4,0.2,0.05,0.004,0.006,0.029,0,36,29.8,0,4,0.24,278,6
"Pineapple juice, 100%",53,0.36,12.87,9.98,0.2,0.12,0.008,0.014,0.042,0,0,43.8,0,13,0.31,130,2
"Pomegranate juice, 100%",54,0.15,13.13,12.65,0.1,0.29,0.077,0.059,0.05,0,0,0.1,0,11,0.1,214,9
"Prune juice, 100%",71,0.61,17.45,16.45,1,0.03,0.003,0.021,0.007,0,0,4.1,0,12,1.18,276,4
"Strawberry juice, 100%",38,0.3,7.8,7.7,0.1,0.6,0.018,0.058,0.344,0,6,11.3,0,12,0.48,135,1
"Watermelon juice, 100%",30,0.61,7.55,6.2,0.4,0.15,0.016,0.037,0.05,0,28,8.1,0,7,0.24,112,1
"Fruit smoothie, with whole fruit, no dairy",53,0.64,13.11,8.2,1.7,0.27,0.038,0.038,0.099,0,2,23.9,0.1,27,0.3,175,2
"Fruit smoothie, with whole fruit, no dairy, added protein",75,6.26,12.62,7.6,1.8,0.37,0.092,0.046,0.114,1,2,22.1,0.1,59,0.36,199,13
"Fruit smoothie, with whole fruit, non-dairy",58,1.47,11.73,4.97,1.3,0.95,0.156,0.258,0.438,0,23,9.1,0.3,80,0.55,115,26
"Fruit smoothie juice drink, no dairy",50,0.63,12.4,7.67,1.2,0.15,0.031,0.02,0.042,0,2,27.1,0.2,30,0.3,189,2
"Fruit smoothie, light",52,2.65,9.69,7.01,1.1,0.62,0.315,0.144,0.078,2,22,8.5,0.3,91,0.21,189,31
"Fruit smoothie, bottled",50,0.48,11.66,10.05,0.6,0.27,0.061,0.016,0.029,0,2,8.4,0,10,0.2,201,2
"Fruit nectar, NFS",51,0.11,13.12,12.45,0.3,0.06,0.014,0.022,0.011,0,35,15.2,0,17,0.36,24,5
Apricot nectar,56,0.17,13.63,12.79,0.1,0.45,0.033,0.186,0.087,0,16,29.7,0,11,0.1,67,8
Banana nectar,70,0.38,17.95,14.26,0.9,0.15,0.039,0.011,0.026,0,1,3,0,4,0.1,126,2
Cantaloupe nectar,61,0.33,15.64,15.55,0.3,0.11,0.02,0.001,0.032,0,69,3,0,5,0.16,57,13
Guava nectar,48,0.3,13.3,10.15,1.2,0.07,0.023,0.02,0.017,0,2,21.3,0,8,0.54,33,6
Mango nectar,51,0.11,13.12,12.45,0.3,0.06,0.014,0.022,0.011,0,35,15.2,0,17,0.36,24,5
Peach nectar,49,0.1,11.61,12.08,0.1,0.57,0.037,0.004,0.008,0,16,0,0,6,0.07,30,11
Papaya nectar,57,0.17,14.51,13.91,0.6,0.15,0.047,0.041,0.035,0,18,3,0,10,0.34,31,5
Passion fruit nectar,67,0.16,17.39,17.34,0.1,0.06,0.002,0.002,0.012,0,14,11.9,0,3,0.1,112,4
Pear nectar,60,0.11,15.76,15.16,0.6,0.01,0.001,0.003,0.003,0,0,1.1,0,5,0.26,13,4
"Soursop, nectar",59,0.11,14.93,13.07,0.1,0.17,0.029,0.051,0.039,0,0,11.1,0,7,0.36,25,8
Vinegar,21,0,0.93,0.4,0,0,0,0,0,0,0,0,0,7,0.2,73,5
"Fruit, baby food, NFS",41,0.2,10.8,9.87,1.7,0.2,0.032,0.008,0.056,0,1,38.3,0,4,0.22,71,0
"Fruit bar, with added vitamin C, baby food, toddler",330,0.82,76.61,68.65,2,2.24,0.364,0.092,0.664,0,12,179.9,0,18,1.05,312,14
"Tropical fruit medley, baby food, strained",46,0.31,12.22,9.78,1.3,0.14,0,0,0,0,4,15.9,0,0,0,141,0
"Apples, baby food, toddler",50,0.19,11.56,10.48,1.9,0.36,0.02,0.004,0.03,0,1,64.5,0,4,0.08,86,2
"Apple-raspberry, baby food, NS as to strained or junior",60,0.2,15.98,12.17,2,0.2,0.028,0.014,0.068,0,2,24.4,0,5,0.26,72,0
"Apple-raspberry, baby food, strained",58,0.2,15.6,12.96,2.1,0.2,0.033,0.008,0.062,0,1,26.8,0,5,0.22,80,0
"Apple-raspberry, baby food, junior",60,0.2,16,10.9,2,0.2,0.028,0.014,0.068,0,2,21.4,0,5,0.31,68,0
"Applesauce, baby food, NS as to strained or junior",39,0.1,10.55,9.18,1.7,0.1,0.016,0.004,0.028,0,0,38,0,4,0.22,74,0
"Applesauce, baby food, strained",41,0.2,10.8,9.87,1.7,0.2,0.032,0.008,0.056,0,1,38.3,0,4,0.22,71,0
"Applesauce, baby food, junior",37,0,10.3,8.48,1.7,0,0,0,0,0,0,37.8,0,5,0.22,77,1
"Applesauce and apricots, baby food, NS as to strained or junior",46,0.2,12.02,8.98,1.8,0.2,0.026,0.034,0.048,0,10,18.4,0,6,0.26,114,0
"Applesauce and apricots, baby food, strained",44,0.2,11.64,9.25,1.8,0.2,0.024,0.037,0.045,0,17,18.9,0,6,0.25,120,0
"Applesauce and apricots, baby food, junior",47,0.2,12.4,8.72,1.8,0.2,0.028,0.03,0.051,0,2,17.9,0,6,0.26,109,0
"Applesauce with bananas, baby food, NS as to strained or junior",66,0.37,16.16,4.35,1.6,0.1,0.04,0.01,0.05,0,0,17.3,0,5,0.24,131,3
